setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NiVPM,293.15,0.4996,101.3,985.6,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,298.15,0,101.3,916.5,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,298.15,0.02,101.3,919.3,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,298.15,0.0403,101.3,922.4,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,298.15,0.05,101.3,923.9,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,298.15,0.08,101.3,928.2,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,298.15,0.1199,101.3,933.9,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,298.15,0.201,101.3,944.7,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,298.15,0.2504,101.3,951.1,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,298.15,0.2999,101.3,957.3,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,298.15,0.3488,101.3,963.3,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,298.15,0.3952,101.3,968.7,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,298.15,0.448,101.3,975,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,298.15,0.4996,101.3,980.9,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,303.15,0,101.3,911.6,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,303.15,0.02,101.3,914.5,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,303.15,0.0403,101.3,917.6,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,303.15,0.05,101.3,919.1,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,303.15,0.08,101.3,923.4,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,303.15,0.1199,101.3,929.1,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,303.15,0.201,101.3,939.9,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,303.15,0.2504,101.3,946.3,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,303.15,0.2999,101.3,952.5,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,303.15,0.3488,101.3,958.5,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,303.15,0.3952,101.3,963.9,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,303.15,0.448,101.3,970.2,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,303.15,0.4996,101.3,976.1,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,308.15,0,101.3,906.8,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,308.15,0.02,101.3,909.7,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,308.15,0.0403,101.3,912.8,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,308.15,0.05,101.3,914.2,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,308.15,0.08,101.3,918.5,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,308.15,0.1199,101.3,924.3,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,308.15,0.201,101.3,935.1,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,308.15,0.2504,101.3,941.4,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,308.15,0.2999,101.3,947.7,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,308.15,0.3488,101.3,953.6,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,308.15,0.3952,101.3,959.1,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,308.15,0.448,101.3,965.4,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,308.15,0.4996,101.3,971.2,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,313.15,0,101.3,901.9,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,313.15,0.02,101.3,904.8,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,313.15,0.0403,101.3,907.9,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,313.15,0.05,101.3,909.4,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,313.15,0.08,101.3,913.6,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,313.15,0.1199,101.3,919.4,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,313.15,0.201,101.3,930.2,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,313.15,0.2504,101.3,936.6,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,313.15,0.2999,101.3,942.8,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,313.15,0.3488,101.3,948.8,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,313.15,0.3952,101.3,954.2,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,313.15,0.448,101.3,960.5,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,313.15,0.4996,101.3,966.3,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,318.15,0,101.3,897,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,318.15,0.02,101.3,899.8,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,318.15,0.0403,101.3,903,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,318.15,0.05,101.3,904.4,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,318.15,0.08,101.3,908.7,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,318.15,0.1199,101.3,914.5,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,318.15,0.201,101.3,925.3,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,318.15,0.2504,101.3,931.6,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,318.15,0.2999,101.3,937.9,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,318.15,0.3488,101.3,943.8,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,318.15,0.3952,101.3,949.3,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,318.15,0.448,101.3,955.5,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,318.15,0.4996,101.3,961.4,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,323.15,0,101.3,892,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,323.15,0.02,101.3,894.9,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
NiVPM,323.15,0.0403,101.3,898,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
