setid,Mole fraction of tetrabutylphosphonium bromide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eYwtG,0.012,298.15,100,1026.7,Lima et al. (2020),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AADYJk,O,water,,,
eYwtG,0.027,298.15,100,1040.1,Lima et al. (2020),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AADYJk,O,water,,,
eYwtG,0.031,298.15,100,1042.7,Lima et al. (2020),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AADYJk,O,water,,,
eYwtG,0.05,298.15,100,1052.1,Lima et al. (2020),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AADYJk,O,water,,,
eYwtG,0.062,298.15,100,1055.3,Lima et al. (2020),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AADYJk,O,water,,,
eYwtG,0.08,298.15,100,1059.3,Lima et al. (2020),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AADYJk,O,water,,,
eYwtG,0.11,298.15,100,1063.1,Lima et al. (2020),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AADYJk,O,water,,,
eYwtG,0.119,298.15,100,1064.4,Lima et al. (2020),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AADYJk,O,water,,,
