setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LkHmV,303.15,0.6031,100,1109.4,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,303.15,0.7053,100,1105.2,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,303.15,0.8045,100,1101.3,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,303.15,0.8441,100,1099.9,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,303.15,0.902,100,1097.8,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,303.15,1,100,1094.5,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,308.15,0,100,1117.6,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,308.15,0.0572,100,1120.6,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,308.15,0.1058,100,1121.4,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,308.15,0.1534,100,1121.1,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,308.15,0.2087,100,1120.1,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,308.15,0.3068,100,1117.5,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,308.15,0.408,100,1113.9,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,308.15,0.5063,100,1110,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,308.15,0.5513,100,1108.2,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,308.15,0.6031,100,1106,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,308.15,0.7053,100,1102,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,308.15,0.8045,100,1098.1,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,308.15,0.8441,100,1096.7,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,308.15,0.902,100,1094.7,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,308.15,1,100,1091.4,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,313.15,0,100,1112.9,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,313.15,0.0572,100,1116.3,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,313.15,0.1058,100,1117.3,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,313.15,0.1534,100,1117.1,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,313.15,0.2087,100,1116.3,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,313.15,0.3068,100,1113.9,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,313.15,0.408,100,1110.4,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,313.15,0.5063,100,1106.6,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,313.15,0.5513,100,1104.8,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,313.15,0.6031,100,1102.7,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,313.15,0.7053,100,1098.7,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,313.15,0.8045,100,1095,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,313.15,0.8441,100,1093.6,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,313.15,0.902,100,1091.5,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,313.15,1,100,1088.3,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,318.15,0,100,1108.2,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,318.15,0.0572,100,1111.9,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,318.15,0.1058,100,1113.1,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,318.15,0.1534,100,1113.1,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,318.15,0.2087,100,1112.5,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,318.15,0.3068,100,1110.2,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,318.15,0.408,100,1106.9,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,318.15,0.5063,100,1103.2,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,318.15,0.5513,100,1101.4,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,318.15,0.6031,100,1099.4,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,318.15,0.7053,100,1095.5,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,318.15,0.8045,100,1091.8,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,318.15,0.8441,100,1090.4,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,318.15,0.902,100,1088.4,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
LkHmV,318.15,1,100,1085.2,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,
