setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
oaMcR,318.15,0.4,101,1097.6,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,318.15,0.5,101,1099.3,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,318.15,0.6,101,1102.3,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,318.15,0.7,101,1102.3,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,318.15,0.8,101,1103.7,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,323.15,0.2,101,1088.9,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,323.15,0.3,101,1087,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,323.15,0.4,101,1094,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,323.15,0.5,101,1095.5,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,323.15,0.6,101,1099.2,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,323.15,0.7,101,1099,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,323.15,0.8,101,1100.5,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
