setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
oaMcR,298.15,0.2,101,1110.7,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,298.15,0.3,101,1106.1,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,298.15,0.4,101,1112.2,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,298.15,0.5,101,1114.4,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,298.15,0.6,101,1115,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,298.15,0.7,101,1115.7,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,298.15,0.8,101,1116.6,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,303.15,0.2,101,1106.7,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,303.15,0.3,101,1102.4,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,303.15,0.4,101,1108.5,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,303.15,0.5,101,1110.7,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,303.15,0.6,101,1111.9,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,303.15,0.7,101,1112.4,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,303.15,0.8,101,1113.3,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,308.15,0.2,101,1102.3,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,308.15,0.3,101,1098.6,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,308.15,0.4,101,1104.9,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,308.15,0.5,101,1106.9,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,308.15,0.6,101,1108.7,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,308.15,0.7,101,1109,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,308.15,0.8,101,1110.1,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,313.15,0.2,101,1098,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,313.15,0.3,101,1094.7,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,313.15,0.4,101,1101.2,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,313.15,0.5,101,1103.1,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,313.15,0.6,101,1105.5,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,313.15,0.7,101,1105.6,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,313.15,0.8,101,1106.9,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,318.15,0.2,101,1093.5,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
oaMcR,318.15,0.3,101,1090.9,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
