setid,"Temperature, K","Pressure, kPa",Mole fraction of water,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sDEqS,302.84,20000,0.3958,1060.6,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,302.84,25000,0.3958,1061,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,302.85,5000,0.7992,1063.8,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,302.87,100,0,1051.1,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,302.87,500,0.7992,1062.2,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,302.87,1000,0.7992,1062.4,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,302.87,2500,0.7992,1062.9,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,302.87,25000,0.7992,1070.4,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,302.88,100,0.7992,1062.1,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,302.88,500,0,1051.2,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,302.88,1000,0,1051.5,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,302.88,15000,0.7992,1064.9,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,302.89,2500,0,1052.3,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,302.89,20000,0.7992,1068.8,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,302.9,5000,0,1053.3,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,302.91,10000,0,1055.4,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,302.91,15000,0,1057.4,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,302.93,20000,0,1059.4,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,302.93,25000,0,1061.3,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,303.21,100,0.1966,1052.9,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,303.24,500,0.1966,1053,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,303.25,1000,0.1966,1053.2,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,303.26,2500,0.1966,1053.8,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,303.26,5000,0.1966,1054.9,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,303.29,10000,0.1966,1056.8,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,303.3,15000,0.1966,1058.8,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,303.31,20000,0.1966,1060.7,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,303.35,25000,0.1966,1062.5,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.51,2500,0.7992,1056.5,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.52,5000,0.7992,1059.7,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.53,2500,0.6002,1055.1,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.54,100,0.7992,1055.7,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.54,500,0.7992,1055.8,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.54,1000,0.7992,1056,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.54,5000,0.6002,1056,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.55,100,0,1045.4,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.55,10000,0.6002,1058,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.55,10000,0.7992,1059.2,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.56,1000,0.6002,1054.5,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.56,15000,0.7992,1060.9,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.57,100,0.3958,1053.6,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.57,100,0.6002,1054.4,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.57,500,0,1045.6,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.57,500,0.3958,1053.6,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.57,1000,0.3958,1053.6,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.57,2500,0.3958,1053.7,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.57,5000,0.3958,1053.9,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.57,10000,0.3958,1054.2,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.57,15000,0.3958,1054.5,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.57,20000,0.3958,1054.9,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.57,20000,0.7992,1062.7,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.57,25000,0.3958,1055.2,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.58,500,0.6002,1054.3,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.58,25000,0.7992,1064.3,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.59,1000,0,1045.8,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.59,15000,0.6002,1059.9,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.59,20000,0.6002,1061.8,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.62,2500,0,1046.4,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.62,25000,0.6002,1063.6,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.63,5000,0,1047.5,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.64,10000,0,1049.6,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.65,15000,0,1051.6,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
sDEqS,312.65,20000,0,1053.7,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
