setid,Mole fraction of methanol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AbhKg,0.0654,298.15,101,1316.5,Andreatta et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
AbhKg,0.0863,298.15,101,1315.1,Andreatta et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
AbhKg,0.2134,298.15,101,1305.18,Andreatta et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
AbhKg,0.3138,298.15,101,1295.08,Andreatta et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
AbhKg,0.3873,298.15,101,1285.91,Andreatta et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
AbhKg,0.5038,298.15,101,1267.04,Andreatta et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
AbhKg,0.6155,298.15,101,1240.79,Andreatta et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
AbhKg,0.7018,298.15,101,1210.98,Andreatta et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
AbhKg,0.805,298.15,101,1154.04,Andreatta et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
AbhKg,0.902,298.15,101,1052.54,Andreatta et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
