setid,"Temperature, K","MolaLity of 1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride, mol/kg","Solvent: MolaLity of (S)-2-aminopropanoic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QjWEn,293.15,0.1014,0.05,101,1002.6,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,293.15,0.1122,0.05,101,1002.9,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,293.15,0.124,0.05,101,1003.2,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,293.15,0.1379,0.05,101,1003.6,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,298.15,0,0.05,101,998.5,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,298.15,0.0108,0.05,101,998.8,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,298.15,0.033,0.05,101,999.5,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,298.15,0.0403,0.05,101,999.7,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,298.15,0.0564,0.05,101,1000.2,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,298.15,0.0602,0.05,101,1000.3,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,298.15,0.0716,0.05,101,1000.6,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,298.15,0.0813,0.05,101,1000.9,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,298.15,0.0956,0.05,101,1001.3,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,298.15,0.1014,0.05,101,1001.4,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,298.15,0.1122,0.05,101,1001.7,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,298.15,0.124,0.05,101,1002,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,298.15,0.1379,0.05,101,1002.4,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,303.15,0,0.05,101,997.1,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,303.15,0.0108,0.05,101,997.4,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,303.15,0.033,0.05,101,998.1,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,303.15,0.0403,0.05,101,998.3,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,303.15,0.0564,0.05,101,998.8,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,303.15,0.0602,0.05,101,998.9,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,303.15,0.0716,0.05,101,999.2,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,303.15,0.0813,0.05,101,999.5,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,303.15,0.0956,0.05,101,999.9,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,303.15,0.1014,0.05,101,1000,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,303.15,0.1122,0.05,101,1000.3,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,303.15,0.124,0.05,101,1000.6,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,303.15,0.1379,0.05,101,1001,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,308.15,0,0.05,101,995.5,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,308.15,0.0108,0.05,101,995.8,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,308.15,0.033,0.05,101,996.4,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,308.15,0.0403,0.05,101,996.7,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,308.15,0.0564,0.05,101,997.1,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,308.15,0.0602,0.05,101,997.2,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,308.15,0.0716,0.05,101,997.5,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,308.15,0.0813,0.05,101,997.8,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,308.15,0.0956,0.05,101,998.2,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,308.15,0.1014,0.05,101,998.4,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,308.15,0.1122,0.05,101,998.7,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,308.15,0.124,0.05,101,999,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,308.15,0.1379,0.05,101,999.4,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,313.15,0,0.05,101,993.6,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,313.15,0.0108,0.05,101,994,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,313.15,0.033,0.05,101,994.6,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,313.15,0.0403,0.05,101,994.8,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,313.15,0.0564,0.05,101,995.3,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,313.15,0.0602,0.05,101,995.4,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,313.15,0.0716,0.05,101,995.7,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,313.15,0.0813,0.05,101,996,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,313.15,0.0956,0.05,101,996.4,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,313.15,0.1014,0.05,101,996.5,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,313.15,0.1122,0.05,101,996.8,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,313.15,0.124,0.05,101,997.1,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,313.15,0.1379,0.05,101,997.5,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,318.15,0,0.05,101,991.5,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,318.15,0.0108,0.05,101,991.9,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,318.15,0.033,0.05,101,992.5,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,318.15,0.0403,0.05,101,992.7,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,318.15,0.0564,0.05,101,993.2,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,318.15,0.0602,0.05,101,993.3,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,318.15,0.0716,0.05,101,993.6,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,318.15,0.0813,0.05,101,993.9,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,318.15,0.0956,0.05,101,994.3,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,318.15,0.1014,0.05,101,994.4,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
QjWEn,318.15,0.1122,0.05,101,994.7,Jain et al. (2024),Density,Liquid,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
