setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
oiOlc,298.15,1,100,1292.3,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,303.15,0,100,955.6,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,303.15,0.1002,100,1023.7,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,303.15,0.1999,100,1078.2,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,303.15,0.3002,100,1122.6,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,303.15,0.4,100,1159.3,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,303.15,0.5,100,1190.1,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,303.15,0.5999,100,1216,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,303.15,0.7002,100,1238.1,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,303.15,0.8,100,1257.2,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,303.15,0.8975,100,1273.3,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,303.15,1,100,1288.1,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,308.15,0,100,952.6,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,308.15,0.1002,100,1021.2,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,308.15,0.1999,100,1075.4,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,308.15,0.3002,100,1119.8,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,308.15,0.4,100,1156.4,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,308.15,0.5,100,1187.2,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,308.15,0.5999,100,1213.1,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,308.15,0.7002,100,1235.1,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,308.15,0.8,100,1254.1,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,308.15,0.8975,100,1270.1,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,308.15,1,100,1284.7,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,313.15,0,100,946.7,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,313.15,0.1002,100,1015.9,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,313.15,0.1999,100,1070.3,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,313.15,0.3002,100,1114.9,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,313.15,0.4,100,1151.9,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,313.15,0.5,100,1182.8,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,313.15,0.5999,100,1208.9,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,313.15,0.7002,100,1231.1,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,313.15,0.8,100,1250.2,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,313.15,0.8975,100,1266.3,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
oiOlc,313.15,1,100,1280.9,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
