setid,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jyIWO,100,318.15,1397.5,Neves et al. (2010),Density,Liquid,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,,,,
jyIWO,100,323.15,1393.2,Neves et al. (2010),Density,Liquid,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,,,,
jyIWO,100,328.15,1389,Neves et al. (2010),Density,Liquid,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,,,,
jyIWO,100,333.15,1384.7,Neves et al. (2010),Density,Liquid,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,,,,
jyIWO,100,338.15,1380.5,Neves et al. (2010),Density,Liquid,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,,,,
jyIWO,100,343.15,1376.3,Neves et al. (2010),Density,Liquid,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,,,,
jyIWO,100,348.15,1372.1,Neves et al. (2010),Density,Liquid,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,,,,
jyIWO,100,353.15,1367.9,Neves et al. (2010),Density,Liquid,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,,,,
jyIWO,100,358.15,1363.8,Neves et al. (2010),Density,Liquid,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,,,,
jyIWO,100,363.15,1359.6,Neves et al. (2010),Density,Liquid,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,,,,
