setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,Mole fraction of 2-methylaniline,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zpEpa,293.15,0.1151,0.7811,101,1052.6,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.1301,0.7574,101,1059.3,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.1524,0.7325,101,1069.3,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.1746,0.7152,101,1079.4,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.1923,0.6954,101,1087.1,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.2156,0.6759,101,1097.3,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.2388,0.6645,101,1107.4,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.2512,0.6452,101,1112.4,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.2833,0.6051,101,1125,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.3082,0.5521,101,1133,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.3241,0.5374,101,1138.8,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.3412,0.5166,101,1144.4,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.3795,0.4691,101,1156.2,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.3902,0.4012,101,1155.3,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.4097,0.3754,101,1160.9,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.4241,0.3632,101,1165.2,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.4429,0.3469,101,1170.7,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.4612,0.3331,101,1175.9,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.4853,0.3183,101,1182.7,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.5068,0.3021,101,1188.5,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.5231,0.2905,101,1192.8,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.5422,0.2781,101,1197.7,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.5614,0.2654,101,1202.5,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.5834,0.2504,101,1207.8,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.6011,0.2371,101,1211.9,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.6245,0.2216,101,1217.3,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.6432,0.2091,101,1221.5,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.6614,0.1965,101,1225.4,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.6843,0.1843,101,1230.2,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,293.15,0.7034,0.1719,101,1234.1,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.1151,0.7811,101,1048.6,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.1301,0.7574,101,1055.4,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.1524,0.7325,101,1065.6,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.1746,0.7152,101,1075.8,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.1923,0.6954,101,1083.7,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.2156,0.6759,101,1094,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.2388,0.6645,101,1104.4,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.2512,0.6452,101,1109.4,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.2833,0.6051,101,1122.1,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.3082,0.5521,101,1130,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.3241,0.5374,101,1135.8,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.3412,0.5166,101,1141.5,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.3795,0.4691,101,1153.2,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.3902,0.4012,101,1151.5,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.4097,0.3754,101,1156.9,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.4241,0.3632,101,1161.2,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.4429,0.3469,101,1166.7,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.4612,0.3331,101,1172,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.4853,0.3183,101,1178.8,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.5068,0.3021,101,1184.6,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.5231,0.2905,101,1188.9,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
zpEpa,298.15,0.5422,0.2781,101,1193.9,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvJd,Cc1cccnc1,3-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
