setid,"Temperature, K","Mole fraction of (3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoropentane","Mole fraction of (3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoropentane","Pressure, kPa","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vZhEA,283.6,0.035,0.035,101,0.0001803,Shiflett and Yokozeki (2008b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAwYcW,F[C@@H]([C@@H](F)C(F)(F)F)C(F)(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoropentane",AAwYjV,F[C@@H]([C@@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoropentane"
vZhEA,283.6,0.496,0.496,101,0.0001574,Shiflett and Yokozeki (2008b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAwYcW,F[C@@H]([C@@H](F)C(F)(F)F)C(F)(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoropentane",AAwYjV,F[C@@H]([C@@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoropentane"
vZhEA,293.6,0.028,0.028,101,0.0001821,Shiflett and Yokozeki (2008b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAwYcW,F[C@@H]([C@@H](F)C(F)(F)F)C(F)(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoropentane",AAwYjV,F[C@@H]([C@@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoropentane"
vZhEA,293.6,0.498,0.498,101,0.0001595,Shiflett and Yokozeki (2008b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAwYcW,F[C@@H]([C@@H](F)C(F)(F)F)C(F)(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoropentane",AAwYjV,F[C@@H]([C@@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoropentane"
vZhEA,303.7,0.031,0.031,101,0.0001826,Shiflett and Yokozeki (2008b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAwYcW,F[C@@H]([C@@H](F)C(F)(F)F)C(F)(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoropentane",AAwYjV,F[C@@H]([C@@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoropentane"
vZhEA,303.7,0.497,0.497,101,0.000163,Shiflett and Yokozeki (2008b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAwYcW,F[C@@H]([C@@H](F)C(F)(F)F)C(F)(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoropentane",AAwYjV,F[C@@H]([C@@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoropentane"
vZhEA,313.7,0.027,0.027,101,0.0001844,Shiflett and Yokozeki (2008b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAwYcW,F[C@@H]([C@@H](F)C(F)(F)F)C(F)(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoropentane",AAwYjV,F[C@@H]([C@@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoropentane"
vZhEA,313.7,0.497,0.497,101,0.0001662,Shiflett and Yokozeki (2008b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAwYcW,F[C@@H]([C@@H](F)C(F)(F)F)C(F)(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoropentane",AAwYjV,F[C@@H]([C@@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoropentane"
vZhEA,325.4,0.028,0.028,101,0.0001853,Shiflett and Yokozeki (2008b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAwYcW,F[C@@H]([C@@H](F)C(F)(F)F)C(F)(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoropentane",AAwYjV,F[C@@H]([C@@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoropentane"
vZhEA,325.4,0.495,0.495,101,0.0001701,Shiflett and Yokozeki (2008b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAwYcW,F[C@@H]([C@@H](F)C(F)(F)F)C(F)(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoropentane",AAwYjV,F[C@@H]([C@@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoropentane"
vZhEA,333.5,0.027,0.027,101,0.0001867,Shiflett and Yokozeki (2008b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAwYcW,F[C@@H]([C@@H](F)C(F)(F)F)C(F)(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoropentane",AAwYjV,F[C@@H]([C@@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoropentane"
vZhEA,333.5,0.494,0.494,101,0.0001726,Shiflett and Yokozeki (2008b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAwYcW,F[C@@H]([C@@H](F)C(F)(F)F)C(F)(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoropentane",AAwYjV,F[C@@H]([C@@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoropentane"
