setid,Mole fraction of methyltriphenylphosphonium bromide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AMIwO,0.16,303.15,101,1216,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
AMIwO,0.16,313.15,101,1209,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
AMIwO,0.16,323.15,101,1202,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
AMIwO,0.16,333.15,101,1195,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
AMIwO,0.16,343.15,101,1187,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
AMIwO,0.16,353.15,101,1179,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
AMIwO,0.16,363.15,101,1172,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
AMIwO,0.2,303.15,101,1229,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
AMIwO,0.2,313.15,101,1222,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
AMIwO,0.2,323.15,101,1215,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
AMIwO,0.2,333.15,101,1208,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
AMIwO,0.2,343.15,101,1201,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
AMIwO,0.2,353.15,101,1194,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
AMIwO,0.2,363.15,101,1186,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
AMIwO,0.25,303.15,101,1242,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
AMIwO,0.25,313.15,101,1240,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
AMIwO,0.25,323.15,101,1232,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
AMIwO,0.25,333.15,101,1226,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
AMIwO,0.25,343.15,101,1219,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
AMIwO,0.25,353.15,101,1212,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
AMIwO,0.25,363.15,101,1204,Shahbaz et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
