setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mIgzP,298.15,0.4015,101.3,1259.7,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,298.15,0.495,101.3,1269.7,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,298.15,0.5993,101.3,1278.2,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,298.15,0.6939,101.3,1284.3,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,298.15,0.7858,101.3,1289.1,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,298.15,0.8697,101.3,1292.8,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,298.15,0.9286,101.3,1295.1,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,303.15,0.0495,101.3,1161.2,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,303.15,0.0972,101.3,1184.8,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,303.15,0.2021,101.3,1219.4,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,303.15,0.2955,101.3,1239.3,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,303.15,0.4015,101.3,1255,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,303.15,0.495,101.3,1265.2,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,303.15,0.5993,101.3,1273.9,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,303.15,0.6939,101.3,1280.1,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,303.15,0.7858,101.3,1285,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,303.15,0.8697,101.3,1288.8,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,303.15,0.9286,101.3,1291.1,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,308.15,0.0495,101.3,1154.9,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,308.15,0.0972,101.3,1178.9,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,308.15,0.2021,101.3,1214.2,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,308.15,0.2955,101.3,1234.3,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,308.15,0.4015,101.3,1250.3,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,308.15,0.495,101.3,1260.7,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,308.15,0.5993,101.3,1269.6,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,308.15,0.6939,101.3,1275.9,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,308.15,0.7858,101.3,1280.9,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,308.15,0.8697,101.3,1284.7,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,308.15,0.9286,101.3,1287.1,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,313.15,0.0495,101.3,1148.8,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,313.15,0.0972,101.3,1173.2,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,313.15,0.2021,101.3,1209,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,313.15,0.2955,101.3,1229.5,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,313.15,0.4015,101.3,1245.7,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,313.15,0.495,101.3,1256.3,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,313.15,0.5993,101.3,1265.3,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,313.15,0.6939,101.3,1271.7,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,313.15,0.7858,101.3,1276.8,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,313.15,0.8697,101.3,1280.7,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,313.15,0.9286,101.3,1283.1,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,318.15,0.0495,101.3,1142.5,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,318.15,0.0972,101.3,1167.4,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,318.15,0.2021,101.3,1203.7,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,318.15,0.2955,101.3,1224.6,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,318.15,0.4015,101.3,1241.1,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,318.15,0.495,101.3,1251.8,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,318.15,0.5993,101.3,1261,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,318.15,0.6939,101.3,1267.5,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,318.15,0.7858,101.3,1272.7,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,318.15,0.8697,101.3,1276.7,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
mIgzP,318.15,0.9286,101.3,1279.1,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
