setid,"Temperature, K",Weight fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MHRDx,283.15,0.000239,101,1551.6,Sanchez et al. (2015),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
MHRDx,283.15,0.004399,101,1546.8,Sanchez et al. (2015),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
MHRDx,293.15,0.000239,101,1541.4,Sanchez et al. (2015),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
MHRDx,293.15,0.004399,101,1536.6,Sanchez et al. (2015),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
MHRDx,298.15,0.000239,101,1536.4,Sanchez et al. (2015),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
MHRDx,298.15,0.004399,101,1531.6,Sanchez et al. (2015),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
MHRDx,303.15,0.000239,101,1531.4,Sanchez et al. (2015),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
MHRDx,303.15,0.004399,101,1526.6,Sanchez et al. (2015),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
MHRDx,313.15,0.000239,101,1521.5,Sanchez et al. (2015),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
MHRDx,313.15,0.004399,101,1516.6,Sanchez et al. (2015),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
MHRDx,323.15,0.000239,101,1511.6,Sanchez et al. (2015),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
MHRDx,323.15,0.004399,101,1506.8,Sanchez et al. (2015),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
MHRDx,333.15,0.000239,101,1501.9,Sanchez et al. (2015),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
MHRDx,333.15,0.004399,101,1497,Sanchez et al. (2015),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
MHRDx,343.15,0.000239,101,1492.2,Sanchez et al. (2015),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
MHRDx,343.15,0.004399,101,1487.2,Sanchez et al. (2015),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
MHRDx,353.15,0.000239,101,1482.6,Sanchez et al. (2015),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
MHRDx,353.15,0.004399,101,1477.5,Sanchez et al. (2015),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
