setid,Mole fraction of butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VLYyf,0.1157,338.15,100,1118.2,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.1157,343.15,100,1114,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.1157,348.15,100,1109.7,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.1157,353.15,100,1105.3,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.1851,323.15,100,1176.3,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.1851,328.15,100,1172,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.1851,333.15,100,1167.7,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.1851,338.15,100,1163.4,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.1851,343.15,100,1159,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.1851,348.15,100,1154.7,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.1851,353.15,100,1150.4,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.2738,323.15,100,1220.4,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.2738,328.15,100,1216,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.2738,333.15,100,1211.5,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.2738,338.15,100,1207.1,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.2738,343.15,100,1202.7,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.2738,348.15,100,1198.2,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.2738,353.15,100,1193.8,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.4726,323.15,100,1286,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.4726,328.15,100,1281.6,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.4726,333.15,100,1277.2,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.4726,338.15,100,1272.7,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.4726,343.15,100,1268.2,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.4726,348.15,100,1263.8,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.4726,353.15,100,1259.3,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.6946,323.15,100,1330.7,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.6946,328.15,100,1326.2,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.6946,333.15,100,1321.8,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.6946,338.15,100,1317.5,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.6946,343.15,100,1313.1,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.6946,348.15,100,1308.7,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.6946,353.15,100,1304.1,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.8091,323.15,100,1347.7,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.8091,328.15,100,1343.3,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.8091,333.15,100,1338.9,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.8091,338.15,100,1334.5,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.8091,343.15,100,1330.2,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.8091,348.15,100,1325.8,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.8091,353.15,100,1321.5,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.868,323.15,100,1356,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.868,328.15,100,1351,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.868,333.15,100,1346.9,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.868,338.15,100,1342.5,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.868,343.15,100,1338,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.868,348.15,100,1333.7,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,0.868,353.15,100,1329.2,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,1,323.15,100,1371,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,1,328.15,100,1366,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,1,333.15,100,1362,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,1,338.15,100,1358,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,1,343.15,100,1353,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,1,348.15,100,1349,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
VLYyf,1,353.15,100,1344.7,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
