setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UnTlx,298.15,0,100,894.541,Anwar et al. (2016),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
UnTlx,298.15,0.1021,100,1041.9,Anwar et al. (2016),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
UnTlx,298.15,0.2026,100,1152.6,Anwar et al. (2016),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
UnTlx,298.15,0.3091,100,1243,Anwar et al. (2016),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
UnTlx,298.15,0.4039,100,1309.9,Anwar et al. (2016),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
UnTlx,298.15,0.4949,100,1360.9,Anwar et al. (2016),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
UnTlx,298.15,0.6038,100,1406.5,Anwar et al. (2016),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
UnTlx,298.15,0.7023,100,1437.7,Anwar et al. (2016),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
UnTlx,298.15,0.8142,100,1470.2,Anwar et al. (2016),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
UnTlx,298.15,0.9014,100,1494.5,Anwar et al. (2016),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
UnTlx,298.15,0.9567,100,1507.2,Anwar et al. (2016),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
UnTlx,298.15,1,100,1518.1,Anwar et al. (2016),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
UnTlx,303.15,0,100,888.404,Anwar et al. (2016),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
UnTlx,303.15,0.1021,100,1035.7,Anwar et al. (2016),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
UnTlx,303.15,0.2026,100,1146.9,Anwar et al. (2016),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
UnTlx,303.15,0.3091,100,1237.5,Anwar et al. (2016),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
UnTlx,303.15,0.4039,100,1304.5,Anwar et al. (2016),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
