setid,Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EARML,0,101,298.15,785.8,Rilo et al. (2009),Density,Liquid,AAIsrh,CCO,ethanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
EARML,0.6087,101,298.15,1190.3,Rilo et al. (2009),Density,Liquid,AAIsrh,CCO,ethanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
EARML,0.7056,101,298.15,1225.5,Rilo et al. (2009),Density,Liquid,AAIsrh,CCO,ethanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
EARML,0.8072,101,298.15,1241.6,Rilo et al. (2009),Density,Liquid,AAIsrh,CCO,ethanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
EARML,0.9054,101,298.15,1262.6,Rilo et al. (2009),Density,Liquid,AAIsrh,CCO,ethanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
EARML,1,101,298.15,1279.9,Rilo et al. (2009),Density,Liquid,AAIsrh,CCO,ethanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
