setid,"Temperature, K",Mole fraction of 1-butylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CCeUz,303.15,0.0482,101,843.38,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,303.15,0.0945,101,892.42,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,303.15,0.1932,101,972.49,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,303.15,0.2702,101,1019.05,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,303.15,0.3959,101,1076.24,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,303.15,0.4954,101,1110.49,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,303.15,0.5999,101,1139.33,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,303.15,0.699,101,1161.67,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,303.15,0.7963,101,1179.99,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,303.15,0.8477,101,1188.5,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,303.15,0.8984,101,1196.25,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,303.15,0.9461,101,1203.06,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,313.15,0.0482,101,834.98,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,313.15,0.0945,101,884.28,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,313.15,0.1932,101,964.73,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
