setid,"Temperature, K",Mole fraction of 1-butylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CCeUz,313.15,0.2702,101,1011.49,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,313.15,0.3959,101,1068.89,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,313.15,0.4954,101,1103.28,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,313.15,0.5999,101,1132.29,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,313.15,0.699,101,1154.79,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,313.15,0.7963,101,1173.24,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,313.15,0.8477,101,1181.82,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,313.15,0.8984,101,1189.62,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,313.15,0.9461,101,1196.46,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,323.15,0.0482,101,826.69,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,323.15,0.0945,101,876.45,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,323.15,0.1932,101,957.44,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,323.15,0.2702,101,1004.32,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,323.15,0.3959,101,1061.7,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,323.15,0.4954,101,1096.06,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,323.15,0.5999,101,1125.08,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,323.15,0.699,101,1147.65,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,323.15,0.7963,101,1166.21,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,323.15,0.8477,101,1174.82,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,323.15,0.8984,101,1182.65,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CCeUz,323.15,0.9461,101,1189.47,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
