setid,"MolaLity of tetraphenylphosphorane bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rRwGW,0.03817,298.15,101,2.219,Zana et al. (1982),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
rRwGW,0.05746,298.15,101,3.339,Zana et al. (1982),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
rRwGW,0.07934,298.15,101,4.576,Zana et al. (1982),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
