setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hgMau,298.15,0,101.3,916.5,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,298.15,0.0301,101.3,921.1,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,298.15,0.0404,101.3,922.7,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,298.15,0.0501,101.3,924.1,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,298.15,0.08,101.3,928.5,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,298.15,0.1177,101.3,934.2,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,298.15,0.2015,101.3,945.9,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,298.15,0.2499,101.3,952.3,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,298.15,0.2995,101.3,958.9,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,298.15,0.349,101.3,965.3,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,298.15,0.4011,101.3,971.8,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,298.15,0.4488,101.3,977.8,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,298.15,0.5009,101.3,983.6,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,303.15,0,101.3,911.6,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,303.15,0.0301,101.3,916.4,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,303.15,0.0404,101.3,917.9,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,303.15,0.0501,101.3,919.3,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,303.15,0.08,101.3,923.8,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,303.15,0.1177,101.3,929.4,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,303.15,0.2015,101.3,941.1,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,303.15,0.2499,101.3,947.5,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,303.15,0.2995,101.3,954.1,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,303.15,0.349,101.3,960.5,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,303.15,0.4011,101.3,967,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,303.15,0.4488,101.3,973,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,303.15,0.5009,101.3,978.8,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,308.15,0,101.3,906.8,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,308.15,0.0301,101.3,911.5,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,308.15,0.0404,101.3,913.1,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,308.15,0.0501,101.3,914.5,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,308.15,0.08,101.3,918.9,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,308.15,0.1177,101.3,924.5,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,308.15,0.2015,101.3,936.2,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,308.15,0.2499,101.3,942.7,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,308.15,0.2995,101.3,949.2,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,308.15,0.349,101.3,955.6,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,308.15,0.4011,101.3,962.1,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,308.15,0.4488,101.3,968.1,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,308.15,0.5009,101.3,973.9,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,313.15,0,101.3,901.9,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,313.15,0.0301,101.3,906.6,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,313.15,0.0404,101.3,908.2,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,313.15,0.0501,101.3,909.6,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,313.15,0.08,101.3,914,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,313.15,0.1177,101.3,919.6,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,313.15,0.2015,101.3,931.3,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,313.15,0.2499,101.3,937.8,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,313.15,0.2995,101.3,944.3,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,313.15,0.349,101.3,950.7,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,313.15,0.4011,101.3,957.2,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,313.15,0.4488,101.3,963.2,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,313.15,0.5009,101.3,969,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,318.15,0,101.3,897,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,318.15,0.0301,101.3,901.7,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,318.15,0.0404,101.3,903.3,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,318.15,0.0501,101.3,904.6,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,318.15,0.08,101.3,909.1,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,318.15,0.1177,101.3,914.7,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,318.15,0.2015,101.3,926.4,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,318.15,0.2499,101.3,932.9,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,318.15,0.2995,101.3,939.4,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,318.15,0.349,101.3,945.8,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,318.15,0.4011,101.3,952.3,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,318.15,0.4488,101.3,958.3,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,318.15,0.5009,101.3,964.1,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,323.15,0,101.3,892,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
hgMau,323.15,0.0301,101.3,896.7,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
