setid,"Temperature, K",Mole fraction of 1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OSkzG,303.15,0.4001,100,1048.9,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,303.15,0.4998,100,1067.9,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,303.15,0.6002,100,1080.3,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,303.15,0.7001,100,1089.4,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,303.15,0.8002,100,1095.8,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,303.15,0.8992,100,1101.9,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,303.15,1,100,1107.6,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,313.15,0,100,772.3,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,313.15,0.0999,100,908.8,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,313.15,0.2002,100,975.7,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,313.15,0.3,100,1015.6,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,313.15,0.4001,100,1043,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,313.15,0.4998,100,1062.2,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,313.15,0.6002,100,1074.7,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,313.15,0.7001,100,1083.9,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,313.15,0.8002,100,1090.5,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,313.15,0.8992,100,1096.5,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,313.15,1,100,1102.1,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,323.15,0,100,763.4,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,323.15,0.0999,100,901.8,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,323.15,0.2002,100,969,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,323.15,0.3,100,1009.5,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,323.15,0.4001,100,1037,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,323.15,0.4998,100,1056.6,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,323.15,0.6002,100,1069.4,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,323.15,0.7001,100,1078.5,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,323.15,0.8002,100,1085.2,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,323.15,0.8992,100,1091.3,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,323.15,1,100,1096.7,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,333.15,0,100,754.2,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,333.15,0.0999,100,894.8,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,333.15,0.2002,100,962.9,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,333.15,0.3,100,1003.5,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,333.15,0.4001,100,1031.2,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,333.15,0.4998,100,1050.9,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,333.15,0.6002,100,1063.9,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,333.15,0.7001,100,1073.3,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,333.15,0.8002,100,1080.1,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,333.15,0.8992,100,1086.2,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
OSkzG,333.15,1,100,1091.4,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAIsrh,CCO,ethanol,,,
