setid,Weight fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UAEvK,0.0015,293.15,100,1419.3,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0015,298.15,100,1415.1,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0015,303.15,100,1411.3,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0015,308.15,100,1407.3,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0015,313.15,100,1403.5,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0015,318.15,100,1400.1,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0015,323.15,100,1396.2,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0015,328.15,100,1392,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0015,333.15,100,1387.7,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0015,338.15,100,1383.4,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0015,343.15,100,1379.1,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0031,293.15,100,1417.1,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0031,298.15,100,1413,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0031,303.15,100,1409.3,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0031,308.15,100,1405,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0031,313.15,100,1401.4,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0031,318.15,100,1397.9,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0031,323.15,100,1394,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0031,328.15,100,1389.8,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0031,333.15,100,1385.4,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0031,338.15,100,1381.2,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0031,343.15,100,1376.9,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0064,293.15,100,1414.2,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0064,298.15,100,1410.1,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0064,303.15,100,1406.3,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0064,308.15,100,1402.2,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0064,313.15,100,1398.4,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
UAEvK,0.0064,318.15,100,1395.1,Song et al. (2021),Density,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,
