setid,Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SBSap,0,298.15,101.3,784.9,Wang et al. (2005),Density,Liquid,AALIPU,CC(C)=O,acetone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
SBSap,0.0519,298.15,101.3,874.3,Wang et al. (2005),Density,Liquid,AALIPU,CC(C)=O,acetone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
SBSap,0.1044,298.15,101.3,946.81,Wang et al. (2005),Density,Liquid,AALIPU,CC(C)=O,acetone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
SBSap,0.1942,298.15,101.3,1044,Wang et al. (2005),Density,Liquid,AALIPU,CC(C)=O,acetone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
SBSap,0.3011,298.15,101.3,1127.3,Wang et al. (2005),Density,Liquid,AALIPU,CC(C)=O,acetone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
SBSap,0.3481,298.15,101.3,1156.2,Wang et al. (2005),Density,Liquid,AALIPU,CC(C)=O,acetone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
SBSap,0.3993,298.15,101.3,1184.7,Wang et al. (2005),Density,Liquid,AALIPU,CC(C)=O,acetone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
SBSap,0.4505,298.15,101.3,1209.4,Wang et al. (2005),Density,Liquid,AALIPU,CC(C)=O,acetone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
SBSap,0.5007,298.15,101.3,1231.1,Wang et al. (2005),Density,Liquid,AALIPU,CC(C)=O,acetone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
SBSap,0.5515,298.15,101.3,1251.5,Wang et al. (2005),Density,Liquid,AALIPU,CC(C)=O,acetone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
SBSap,0.5965,298.15,101.3,1267.2,Wang et al. (2005),Density,Liquid,AALIPU,CC(C)=O,acetone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
SBSap,0.7077,298.15,101.3,1302.5,Wang et al. (2005),Density,Liquid,AALIPU,CC(C)=O,acetone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
SBSap,0.802,298.15,101.3,1326.7,Wang et al. (2005),Density,Liquid,AALIPU,CC(C)=O,acetone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
SBSap,0.8853,298.15,101.3,1345.3,Wang et al. (2005),Density,Liquid,AALIPU,CC(C)=O,acetone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
SBSap,1,298.15,101.3,1367.9,Wang et al. (2005),Density,Liquid,AALIPU,CC(C)=O,acetone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
