setid,"MolaLity of 1-methyl-3-tetradecylimidazolium gluconate, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KmoWy,0,101,298.15,801.548,Chen et al. (2016b),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABnODP,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-methyl-3-tetradecylimidazolium gluconate,,,
KmoWy,0.0053,101,298.15,802.171,Chen et al. (2016b),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABnODP,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-methyl-3-tetradecylimidazolium gluconate,,,
KmoWy,0.0062,101,298.15,802.276,Chen et al. (2016b),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABnODP,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-methyl-3-tetradecylimidazolium gluconate,,,
KmoWy,0.0074,101,298.15,802.416,Chen et al. (2016b),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABnODP,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-methyl-3-tetradecylimidazolium gluconate,,,
KmoWy,0.0081,101,298.15,802.497,Chen et al. (2016b),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABnODP,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-methyl-3-tetradecylimidazolium gluconate,,,
KmoWy,0.0104,101,298.15,802.756,Chen et al. (2016b),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABnODP,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-methyl-3-tetradecylimidazolium gluconate,,,
