setid,"Temperature, K",Mole fraction of methyl ethanoate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qaBXc,288.15,1,101,939.9,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,288.16,0.6976,101,973.6,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,293.14,0.1336,101,994.4,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,293.14,0.9011,101,947.2,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,293.14,0.9512,101,940.6,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,293.14,1,101,933.4,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,293.15,0,101,997.6,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,293.15,0.0512,101,995.9,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,293.15,0.2149,101,992.6,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,293.15,0.3045,101,990,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,293.15,0.403,101,986.2,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,293.15,0.5063,101,981.3,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,293.15,0.5982,101,976.2,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,293.15,0.6976,101,968.7,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,293.15,0.7999,101,958.7,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,298.14,0.1336,101,990.7,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,298.14,0.3045,101,986.1,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,298.14,0.403,101,982.1,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,298.14,0.7999,101,953.3,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,298.14,1,101,926.8,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,298.15,0,101,994.2,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,298.15,0.2149,101,988.9,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,298.15,0.5063,101,977,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,298.15,0.5982,101,971.6,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,298.15,0.6976,101,963.8,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,298.15,0.9011,101,941.2,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,298.15,0.9512,101,934.4,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,298.16,0.0512,101,992.3,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,303.14,0.2149,101,985.2,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,303.14,0.6976,101,958.9,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,303.14,0.7999,101,947.9,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,303.14,1,101,920.2,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,303.15,0,101,990.7,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,303.15,0.0512,101,988.7,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,303.15,0.1336,101,987.1,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,303.15,0.3045,101,982.3,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,303.15,0.403,101,978.1,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,303.15,0.5063,101,972.7,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,303.15,0.5982,101,967.1,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,303.15,0.9011,101,935.2,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,303.15,0.9512,101,928,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,308.14,0,101,987.1,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,308.14,0.6976,101,953.9,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,308.14,0.7999,101,942.4,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,308.14,0.9011,101,929.1,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,308.14,1,101,913.5,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,308.15,0.0512,101,985.2,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,308.15,0.1336,101,983.5,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,308.15,0.2149,101,981.4,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,308.15,0.3045,101,978.4,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,308.15,0.5063,101,968.3,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,308.15,0.5982,101,962.5,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,308.16,0.9512,101,921.6,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,308.22,0.403,101,973.8,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,313.14,0,101,983.6,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,313.14,0.0512,101,981.7,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,313.14,0.403,101,969.9,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,313.14,0.5982,101,957.8,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,313.14,0.6976,101,948.9,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,313.14,0.7999,101,936.9,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,313.14,1,101,906.7,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,313.15,0.1336,101,979.8,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,313.15,0.2149,101,977.7,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,313.15,0.3045,101,974.5,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,313.15,0.5063,101,963.9,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,313.15,0.9011,101,923,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,313.15,0.9512,101,915.2,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,318.14,0.6976,101,943.9,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,318.14,0.7999,101,931.3,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,318.14,1,101,899.9,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,318.15,0,101,980.2,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,318.15,0.3045,101,970.5,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,318.15,0.403,101,965.8,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,318.15,0.5063,101,959.5,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,318.15,0.5982,101,953.2,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,318.15,0.9011,101,916.8,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,318.15,0.9512,101,908.7,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,318.16,0.0512,101,978.1,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,318.16,0.1336,101,976.1,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,318.16,0.2149,101,973.9,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,323.14,0.5982,101,948.5,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,323.14,0.7999,101,925.7,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,323.14,0.9011,101,910.6,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,323.15,0,101,976.7,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,323.15,0.0512,101,974.5,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,323.15,0.1336,101,972.3,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,323.15,0.2149,101,970.1,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,323.15,0.3045,101,966.6,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,323.15,0.403,101,961.6,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,323.15,0.5063,101,955.1,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,323.15,0.6976,101,938.8,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,323.15,0.9512,101,902.2,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,323.15,1,101,893,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,328.14,0.1336,101,968.5,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,328.14,0.9512,101,895.6,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,328.15,0,101,973.1,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,328.15,0.0512,101,971,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,328.15,0.2149,101,966.2,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,328.15,0.3045,101,962.6,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,328.15,0.403,101,957.5,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,328.15,0.5063,101,950.7,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
qaBXc,328.15,0.5982,101,943.9,Alvarez et al. (2012),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,
