setid,Mole fraction of lithium bis(fluorosulfonyl)imide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QtXlr,0.3,298,100,1538,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.3,308,100,1528,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.3,318,100,1518,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.3,328,100,1508,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.3,338,100,1498,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.3,348,100,1488,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.3,358,100,1478,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.4,278,100,1598,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.4,288,100,1588,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.4,298,100,1578,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.4,308,100,1568,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.4,318,100,1557,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.4,328,100,1547,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.4,338,100,1536,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.4,348,100,1523,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.4,358,100,1515,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
