setid,Mole fraction of lithium bis(fluorosulfonyl)imide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QtXlr,0,278,100,1460,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0,288,100,1451,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0,298,100,1442,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0,308,100,1433,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0,318,100,1424,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0,328,100,1415,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0,338,100,1406,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0,348,100,1397,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0,358,100,1388,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.1,278,100,1488,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.1,288,100,1478,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.1,298,100,1469,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.1,308,100,1460,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.1,318,100,1451,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.1,328,100,1441,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.1,338,100,1432,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.1,348,100,1423,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.1,358,100,1414,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.2,278,100,1521,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.2,288,100,1511,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.2,298,100,1501,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.2,308,100,1491,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.2,318,100,1481,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.2,328,100,1471,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.2,338,100,1460,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.2,348,100,1450,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.2,358,100,1440,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.3,278,100,1557,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
QtXlr,0.3,288,100,1547,Matsumoto et al. (2017a),Density,Liquid,AAjyTc,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],lithium bis(fluorosulfonyl)imide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
