setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
czKLN,298.15,0,101.3,800.008,Singh et al. (2013),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
czKLN,298.15,0.0482,101.3,852.432,Singh et al. (2013),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
czKLN,298.15,0.0965,101.3,896.455,Singh et al. (2013),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
czKLN,298.15,0.1937,101.3,967.583,Singh et al. (2013),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
czKLN,298.15,0.2929,101.3,1023.11,Singh et al. (2013),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
czKLN,298.15,0.3903,101.3,1066.53,Singh et al. (2013),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
czKLN,298.15,0.4958,101.3,1104.3,Singh et al. (2013),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
czKLN,298.15,0.59,101.3,1132,Singh et al. (2013),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
czKLN,298.15,0.6907,101.3,1156.9,Singh et al. (2013),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
czKLN,298.15,0.7981,101.3,1179.3,Singh et al. (2013),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
