setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium dicyanamide,"Mole fraction of 2,2,2-trifluoroethanol","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ekwAL,298.15,0.539,0.314,100,1129,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,298.15,0.576,0.2854,100,1124.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,298.15,0.6046,0.2689,100,1123.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,298.15,0.6344,0.2517,100,1123.5,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,298.15,0.673,0.2236,100,1122.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,298.15,0.7094,0.2009,100,1123.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,298.15,0.7331,0.1948,100,1127.5,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,298.15,0.7722,0.1661,100,1129.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,298.15,0.8061,0.1434,100,1133.3,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.0355,0.8508,100,1332.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.0692,0.8058,100,1310.8,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.1059,0.7569,100,1287.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.1341,0.7174,100,1268.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.1703,0.668,100,1246.3,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.2026,0.6226,100,1226.2,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.2373,0.574,100,1205.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.2705,0.5266,100,1186.3,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.3059,0.4761,100,1166.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.3367,0.4558,100,1160,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.3741,0.4288,100,1151.3,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.4093,0.4055,100,1144.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.4361,0.3894,100,1140.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.4751,0.3581,100,1132.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.5091,0.3393,100,1129.8,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.539,0.314,100,1124.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.576,0.2854,100,1120.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.6046,0.2689,100,1119.8,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.6344,0.2517,100,1119.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.673,0.2236,100,1118.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.7094,0.2009,100,1119.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.7331,0.1948,100,1123.8,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.7722,0.1661,100,1126,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,303.15,0.8061,0.1434,100,1129.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.0355,0.8508,100,1324.8,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.0692,0.8058,100,1303.5,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.1059,0.7569,100,1280.5,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.1341,0.7174,100,1262.3,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.1703,0.668,100,1240,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.2026,0.6226,100,1220.2,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.2373,0.574,100,1199.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.2705,0.5266,100,1180.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.3059,0.4761,100,1161.8,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.3367,0.4558,100,1155,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.3741,0.4288,100,1146.5,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.4093,0.4055,100,1140,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.4361,0.3894,100,1136.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.4751,0.3581,100,1128.5,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.5091,0.3393,100,1125.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.539,0.314,100,1120.8,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.576,0.2854,100,1116.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.6046,0.2689,100,1115.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.6344,0.2517,100,1115.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.673,0.2236,100,1114.8,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.7094,0.2009,100,1116.2,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.7331,0.1948,100,1120.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.7722,0.1661,100,1122.3,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,308.15,0.8061,0.1434,100,1126.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.0355,0.8508,100,1317,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.0692,0.8058,100,1296.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.1059,0.7569,100,1273.5,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.1341,0.7174,100,1255.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.1703,0.668,100,1233.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.2026,0.6226,100,1214.2,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.2373,0.574,100,1194.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.2705,0.5266,100,1175.5,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.3059,0.4761,100,1156.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.3367,0.4558,100,1150,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.3741,0.4288,100,1141.8,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.4093,0.4055,100,1135.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.4361,0.3894,100,1131.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.4751,0.3581,100,1124.2,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.5091,0.3393,100,1121.3,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.539,0.314,100,1116.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.576,0.2854,100,1112.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.6046,0.2689,100,1112,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
