setid,"Temperature, K",Weight fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HzHrS,288.15,0.0066,100,1107.18,Zhang et al. (2017e),Density,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
HzHrS,288.15,0.0097,100,1106.95,Zhang et al. (2017e),Density,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
HzHrS,288.15,0.0119,100,1106.76,Zhang et al. (2017e),Density,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
HzHrS,288.15,0.0141,100,1106.59,Zhang et al. (2017e),Density,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
HzHrS,288.15,0.0165,100,1106.41,Zhang et al. (2017e),Density,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
HzHrS,293.15,0.0066,100,1103.87,Zhang et al. (2017e),Density,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
HzHrS,293.15,0.0097,100,1103.64,Zhang et al. (2017e),Density,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
HzHrS,293.15,0.0119,100,1103.45,Zhang et al. (2017e),Density,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
HzHrS,293.15,0.0141,100,1103.28,Zhang et al. (2017e),Density,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
HzHrS,293.15,0.0165,100,1103.1,Zhang et al. (2017e),Density,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
