setid,Mole fraction of benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DsWkr,0.9164,313.15,101,1193.1,Domaska et al. (2019),Density,Liquid,ACIWuE,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,
DsWkr,0.9164,318.15,101,1189.2,Domaska et al. (2019),Density,Liquid,ACIWuE,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,
DsWkr,0.9164,323.15,101,1185.3,Domaska et al. (2019),Density,Liquid,ACIWuE,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,
DsWkr,0.9164,328.15,101,1181.4,Domaska et al. (2019),Density,Liquid,ACIWuE,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,
DsWkr,0.9164,333.15,101,1177.5,Domaska et al. (2019),Density,Liquid,ACIWuE,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,
DsWkr,0.9164,338.15,101,1173.6,Domaska et al. (2019),Density,Liquid,ACIWuE,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,
DsWkr,0.9164,343.15,101,1169.7,Domaska et al. (2019),Density,Liquid,ACIWuE,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,
DsWkr,0.9164,348.15,101,1165.7,Domaska et al. (2019),Density,Liquid,ACIWuE,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,
DsWkr,1,293.15,101,1216.8,Domaska et al. (2019),Density,Liquid,ACIWuE,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,
DsWkr,1,298.15,101,1212.9,Domaska et al. (2019),Density,Liquid,ACIWuE,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,
DsWkr,1,303.15,101,1208.9,Domaska et al. (2019),Density,Liquid,ACIWuE,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,
DsWkr,1,308.15,101,1204.9,Domaska et al. (2019),Density,Liquid,ACIWuE,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,
DsWkr,1,313.15,101,1201,Domaska et al. (2019),Density,Liquid,ACIWuE,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,
DsWkr,1,318.15,101,1197.1,Domaska et al. (2019),Density,Liquid,ACIWuE,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,
DsWkr,1,323.15,101,1193.2,Domaska et al. (2019),Density,Liquid,ACIWuE,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,
DsWkr,1,328.15,101,1189.2,Domaska et al. (2019),Density,Liquid,ACIWuE,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,
DsWkr,1,333.15,101,1185.3,Domaska et al. (2019),Density,Liquid,ACIWuE,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,
DsWkr,1,338.15,101,1181.4,Domaska et al. (2019),Density,Liquid,ACIWuE,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,
DsWkr,1,343.15,101,1177.4,Domaska et al. (2019),Density,Liquid,ACIWuE,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,
DsWkr,1,348.15,101,1173.4,Domaska et al. (2019),Density,Liquid,ACIWuE,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,
