setid,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HdxCK,100,288.15,1037.4,Lee et al. (2016),Density,Liquid,ABrRRJ,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CNC1CCCCC1,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate,,,,,,
HdxCK,100,293.15,1034.2,Lee et al. (2016),Density,Liquid,ABrRRJ,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CNC1CCCCC1,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate,,,,,,
HdxCK,100,298.15,1031.1,Lee et al. (2016),Density,Liquid,ABrRRJ,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CNC1CCCCC1,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate,,,,,,
HdxCK,100,303.15,1028.2,Lee et al. (2016),Density,Liquid,ABrRRJ,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CNC1CCCCC1,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate,,,,,,
HdxCK,100,308.15,1025.1,Lee et al. (2016),Density,Liquid,ABrRRJ,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CNC1CCCCC1,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate,,,,,,
HdxCK,100,313.15,1022.1,Lee et al. (2016),Density,Liquid,ABrRRJ,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CNC1CCCCC1,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate,,,,,,
HdxCK,100,318.15,1019,Lee et al. (2016),Density,Liquid,ABrRRJ,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CNC1CCCCC1,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate,,,,,,
HdxCK,100,323.15,1016,Lee et al. (2016),Density,Liquid,ABrRRJ,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CNC1CCCCC1,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate,,,,,,
HdxCK,100,328.15,1012.9,Lee et al. (2016),Density,Liquid,ABrRRJ,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CNC1CCCCC1,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate,,,,,,
HdxCK,100,333.15,1009.8,Lee et al. (2016),Density,Liquid,ABrRRJ,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CNC1CCCCC1,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate,,,,,,
HdxCK,100,338.15,1006.8,Lee et al. (2016),Density,Liquid,ABrRRJ,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CNC1CCCCC1,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate,,,,,,
HdxCK,100,343.15,1003.8,Lee et al. (2016),Density,Liquid,ABrRRJ,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CNC1CCCCC1,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate,,,,,,
HdxCK,100,348.15,1000.9,Lee et al. (2016),Density,Liquid,ABrRRJ,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CNC1CCCCC1,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate,,,,,,
HdxCK,100,353.15,997.9,Lee et al. (2016),Density,Liquid,ABrRRJ,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CNC1CCCCC1,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate,,,,,,
