setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QtLIB,303.15,0,101,931.7,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,303.15,0.1006,101,993.7,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,303.15,0.1999,101,1043.6,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,303.15,0.3004,101,1086.6,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,303.15,0.4,101,1123.4,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,303.15,0.4995,101,1155.6,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,303.15,0.6011,101,1184.7,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,303.15,0.7005,101,1209.3,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,303.15,0.8002,101,1233,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,303.15,0.9004,101,1254.1,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,303.15,1,101,1272.8,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,313.15,0,101,922.4,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,313.15,0.1006,101,985,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,313.15,0.1999,101,1035.1,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,313.15,0.3004,101,1078.3,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,313.15,0.4,101,1115.3,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,313.15,0.4995,101,1147.6,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,313.15,0.6011,101,1176.9,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,313.15,0.7005,101,1201.6,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,313.15,0.8002,101,1225.3,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,313.15,0.9004,101,1246.5,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,313.15,1,101,1265.2,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,323.15,0,101,913.2,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,323.15,0.1006,101,976.2,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,323.15,0.1999,101,1026.7,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,323.15,0.3004,101,1070.1,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,323.15,0.4,101,1107.3,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,323.15,0.4995,101,1139.8,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,323.15,0.6011,101,1169.1,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,323.15,0.7005,101,1193.9,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,323.15,0.8002,101,1217.7,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,323.15,0.9004,101,1239,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,323.15,1,101,1257.7,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,333.15,0,101,903.9,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,333.15,0.1006,101,967.5,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,333.15,0.1999,101,1018.2,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,333.15,0.3004,101,1062,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,333.15,0.4,101,1099.3,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,333.15,0.4995,101,1132,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,333.15,0.6011,101,1161.4,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,333.15,0.7005,101,1186.3,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,333.15,0.8002,101,1210.2,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,333.15,0.9004,101,1231.5,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
QtLIB,333.15,1,101,1250.3,Fan et al. (2016a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
