setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SkNPD,283.15,0,101.3,816.61,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,283.15,0.005,101.3,816.87,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,283.15,0.01215,101.3,817.24,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,283.15,0.02001,101.3,817.45,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,283.15,0.03082,101.3,817.74,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,283.15,0.04091,101.3,817.93,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,283.15,0.0519,101.3,817.96,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,283.15,0.06019,101.3,817.96,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,283.15,0.07536,101.3,817.85,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,283.15,0.1115,101.3,817.17,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,288.15,0,101.3,811.4,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,288.15,0.005,101.3,811.68,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,288.15,0.01215,101.3,812.04,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,288.15,0.02001,101.3,812.25,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,288.15,0.03082,101.3,812.53,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,288.15,0.04091,101.3,812.7,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,288.15,0.0519,101.3,812.71,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,288.15,0.06019,101.3,812.7,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,288.15,0.07536,101.3,812.55,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,288.15,0.1115,101.3,811.75,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,293.15,0,101.3,806.2,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,293.15,0.005,101.3,806.49,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,293.15,0.01215,101.3,806.87,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,293.15,0.02001,101.3,807.11,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,293.15,0.03082,101.3,807.42,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,293.15,0.04091,101.3,807.62,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,293.15,0.0519,101.3,807.67,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,293.15,0.06019,101.3,807.67,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,293.15,0.07536,101.3,807.57,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,293.15,0.1115,101.3,806.86,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,298.15,0,101.3,800.98,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,298.15,0.005,101.3,801.27,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,298.15,0.01215,101.3,801.66,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,298.15,0.02001,101.3,801.9,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,298.15,0.03082,101.3,802.21,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,298.15,0.04091,101.3,802.41,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,298.15,0.0519,101.3,802.45,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,298.15,0.06019,101.3,802.45,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,298.15,0.07536,101.3,802.34,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,298.15,0.1115,101.3,801.62,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,303.15,0,101.3,795.7,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,303.15,0.005,101.3,795.99,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,303.15,0.01215,101.3,796.36,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,303.15,0.02001,101.3,796.59,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,303.15,0.03082,101.3,796.89,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,303.15,0.04091,101.3,797.08,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,303.15,0.0519,101.3,797.1,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,303.15,0.06019,101.3,797.09,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,303.15,0.07536,101.3,796.96,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,303.15,0.1115,101.3,796.18,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,308.15,0,101.3,790.38,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,308.15,0.005,101.3,790.66,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,308.15,0.01215,101.3,791.02,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,308.15,0.02001,101.3,791.23,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,308.15,0.03082,101.3,791.5,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,308.15,0.04091,101.3,791.67,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,308.15,0.0519,101.3,791.67,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,308.15,0.06019,101.3,791.64,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,308.15,0.07536,101.3,791.47,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,308.15,0.1115,101.3,790.61,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,313.15,0,101.3,785.05,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,313.15,0.005,101.3,785.32,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,313.15,0.01215,101.3,785.66,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,313.15,0.02001,101.3,785.85,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,313.15,0.03082,101.3,786.09,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,313.15,0.04091,101.3,786.23,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,313.15,0.0519,101.3,786.2,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,313.15,0.06019,101.3,786.14,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,313.15,0.07536,101.3,785.93,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,313.15,0.1115,101.3,784.94,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
