setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SkNPD,278.15,0,101.3,821.77,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,278.15,0.005,101.3,822.02,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,278.15,0.01215,101.3,822.38,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,278.15,0.02001,101.3,822.59,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,278.15,0.03082,101.3,822.87,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,278.15,0.04091,101.3,823.06,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,278.15,0.0519,101.3,823.1,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,278.15,0.06019,101.3,823.1,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,278.15,0.07536,101.3,823,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
SkNPD,278.15,0.1115,101.3,822.37,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
