setid,Mole fraction of propan-1-ol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XHKZg,0,298.15,101,1474.44,Gomez et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
XHKZg,0.0787,298.15,101,1457.82,Gomez et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
XHKZg,0.1022,298.15,101,1452.69,Gomez et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
XHKZg,0.247,298.15,101,1417.04,Gomez et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
XHKZg,0.39,298.15,101,1372.22,Gomez et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
XHKZg,0.442,298.15,101,1352.74,Gomez et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
XHKZg,0.4877,298.15,101,1333.71,Gomez et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
XHKZg,0.569,298.15,101,1294.62,Gomez et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
XHKZg,0.6455,298.15,101,1250.12,Gomez et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
XHKZg,0.703,298.15,101,1209.58,Gomez et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
XHKZg,0.75,298.15,101,1170.92,Gomez et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
XHKZg,0.8048,298.15,101,1117.65,Gomez et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
XHKZg,0.8492,298.15,101,1066.16,Gomez et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
XHKZg,1,298.15,101,800.09,Gomez et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
