setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vcPWy,303.15,0,96.7,939.7,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,303.15,0.194,96.7,985.6,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,303.15,0.267,96.7,996.9,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,303.15,0.351,96.7,1006.9,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,303.15,0.462,96.7,1017.3,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,303.15,0.602,96.7,1027.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,303.15,0.768,96.7,1036.9,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,303.15,0.876,96.7,1041.7,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,303.15,1,96.7,1046.3,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,308.15,0,96.7,934.9,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,308.15,0.194,96.7,981.6,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,308.15,0.267,96.7,993.1,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,308.15,0.351,96.7,1003.2,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,308.15,0.462,96.7,1013.8,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,308.15,0.602,96.7,1024.1,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,308.15,0.768,96.7,1033.7,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,308.15,0.876,96.7,1038.6,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,308.15,1,96.7,1043.3,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,313.15,0,96.7,930.2,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,313.15,0.194,96.7,977.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,313.15,0.267,96.7,989.2,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,313.15,0.351,96.7,999.6,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,313.15,0.462,96.7,1010.3,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,313.15,0.602,96.7,1020.7,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,313.15,0.768,96.7,1030.6,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,313.15,0.876,96.7,1035.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,313.15,1,96.7,1040.3,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,318.15,0,96.7,925.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,318.15,0.194,96.7,973.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
