setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vcPWy,318.15,0.267,96.7,985.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,318.15,0.351,96.7,995.9,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,318.15,0.462,96.7,1006.8,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,318.15,0.602,96.7,1017.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,318.15,0.768,96.7,1027.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,318.15,0.876,96.7,1032.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,318.15,1,96.7,1037.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,323.15,0,96.7,920.6,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,323.15,0.194,96.7,969.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,323.15,0.267,96.7,981.6,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,323.15,0.351,96.7,992.2,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,323.15,0.462,96.7,1003.3,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,323.15,0.602,96.7,1014,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,323.15,0.768,96.7,1024.3,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,323.15,0.876,96.7,1029.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,323.15,1,96.7,1034.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,328.15,0,96.7,915.8,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,328.15,0.194,96.7,965.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,328.15,0.267,96.7,977.8,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,328.15,0.351,96.7,988.6,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,328.15,0.462,96.7,999.9,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,328.15,0.602,96.7,1010.7,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,328.15,0.768,96.7,1021.2,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,328.15,0.876,96.7,1026.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,328.15,1,96.7,1031.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,333.15,0,96.7,910.9,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,333.15,0.194,96.7,961.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,333.15,0.267,96.7,973.9,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,333.15,0.351,96.7,984.9,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,333.15,0.462,96.7,996.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,333.15,0.602,96.7,1007.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,333.15,0.768,96.7,1018.1,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,333.15,0.876,96.7,1023.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,333.15,1,96.7,1028.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,338.15,0,96.7,906.1,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,338.15,0.194,96.7,957.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,338.15,0.267,96.7,970.1,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,338.15,0.351,96.7,981.3,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,338.15,0.462,96.7,992.9,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,338.15,0.602,96.7,1004.1,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,338.15,0.768,96.7,1015,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,338.15,0.876,96.7,1020.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,338.15,1,96.7,1025.6,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,343.15,0,96.7,901.2,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,343.15,0.194,96.7,953.3,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,343.15,0.267,96.7,966.2,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,343.15,0.351,96.7,977.6,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,343.15,0.462,96.7,989.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,343.15,0.602,96.7,1000.8,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,343.15,0.768,96.7,1011.9,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,343.15,0.876,96.7,1017.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,343.15,1,96.7,1022.6,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,348.15,0,96.7,896.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,348.15,0.194,96.7,949.3,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,348.15,0.267,96.7,962.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,348.15,0.351,96.7,974,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,348.15,0.462,96.7,986,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,348.15,0.602,96.7,997.6,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,348.15,0.768,96.7,1008.8,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,348.15,0.876,96.7,1014.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
vcPWy,348.15,1,96.7,1019.8,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
