setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NnIpl,293.15,0,100,947.4,Gupta et al. (2017b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone,,,
NnIpl,293.15,0.0736,100,981.2,Gupta et al. (2017b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone,,,
NnIpl,293.15,0.1128,100,997.8,Gupta et al. (2017b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone,,,
NnIpl,293.15,0.1597,100,1016.4,Gupta et al. (2017b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone,,,
NnIpl,293.15,0.2045,100,1033.1,Gupta et al. (2017b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone,,,
NnIpl,293.15,0.2459,100,1047.6,Gupta et al. (2017b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone,,,
NnIpl,293.15,0.2933,100,1063.1,Gupta et al. (2017b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone,,,
NnIpl,293.15,0.3481,100,1079.7,Gupta et al. (2017b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone,,,
NnIpl,293.15,0.3956,100,1093,Gupta et al. (2017b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone,,,
NnIpl,293.15,0.4429,100,1105.3,Gupta et al. (2017b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone,,,
