setid,"Temperature, K","MolaLity of 1,3-dimethylimidazolium methylsulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aAjgA,298.15,0.0129,101,1095.83,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,298.15,0.0148,101,1095.95,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,298.15,0.0289,101,1096.8,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,298.15,0.0374,101,1097.18,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,298.15,0.0433,101,1097.5,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,298.15,0.0517,101,1097.95,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,298.15,0.0632,101,1098.58,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,298.15,0.0897,101,1100,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,298.15,0.1221,101,1101.67,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,298.15,0.1501,101,1103.05,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,298.15,0.1878,101,1104.92,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
