setid,"Temperature, K","MolaLity of 1,3-dimethylimidazolium methylsulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aAjgA,298.15,0.2351,101,1107.24,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,298.15,0.2852,101,1109.64,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,298.15,0.3822,101,1114,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,298.15,0.5216,101,1120.2,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,298.15,0.8153,101,1132.05,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,308.15,0.0129,101,1085.98,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,308.15,0.0148,101,1086.09,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,308.15,0.0289,101,1086.89,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,308.15,0.0374,101,1087.35,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,308.15,0.0433,101,1087.65,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,308.15,0.0517,101,1088.1,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,308.15,0.0632,101,1088.71,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,308.15,0.0897,101,1090.12,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,308.15,0.1221,101,1091.81,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,308.15,0.1501,101,1093.21,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,308.15,0.1878,101,1095.1,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,308.15,0.2351,101,1097.42,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,308.15,0.2852,101,1099.85,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,308.15,0.3822,101,1104.38,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,308.15,0.5216,101,1110.59,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,308.15,0.8153,101,1122.58,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,318.15,0.0129,101,1075.96,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,318.15,0.0148,101,1076.07,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,318.15,0.0289,101,1076.88,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,318.15,0.0374,101,1077.34,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,318.15,0.0433,101,1077.66,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,318.15,0.0517,101,1078.12,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,318.15,0.0632,101,1078.72,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,318.15,0.0897,101,1080.15,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,318.15,0.1221,101,1081.86,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,318.15,0.1501,101,1083.28,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,318.15,0.1878,101,1085.22,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,318.15,0.2351,101,1087.6,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,318.15,0.2852,101,1090.06,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,318.15,0.3822,101,1094.63,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,318.15,0.5216,101,1100.91,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,318.15,0.8153,101,1113.1,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,328.15,0.0129,101,1065.92,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,328.15,0.0148,101,1066.03,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,328.15,0.0289,101,1066.84,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,328.15,0.0374,101,1067.32,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,328.15,0.0433,101,1067.64,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,328.15,0.0517,101,1068.11,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,328.15,0.0632,101,1068.74,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,328.15,0.0897,101,1070.19,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,328.15,0.1221,101,1071.93,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,328.15,0.1501,101,1073.4,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,328.15,0.1878,101,1075.36,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,328.15,0.2351,101,1077.78,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,328.15,0.2852,101,1080.29,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,328.15,0.3822,101,1084.97,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,328.15,0.5216,101,1091.34,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
aAjgA,328.15,0.8153,101,1103.75,Shekaari and Mousavi (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
