setid,"MolaLity of L-valine, mol/kg","Pressure, kPa","Temperature, K","Solvent: MolaRity of tetradecyltrimethylammonium bromide, mol/dm3","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UABcP,0,101,298.15,0.1,998.001,Talele and Kishore (2014),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
UABcP,0.010044,101,298.15,0.1,998.259,Talele and Kishore (2014),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
UABcP,0.019318,101,298.15,0.1,998.526,Talele and Kishore (2014),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
UABcP,0.026152,101,298.15,0.1,998.707,Talele and Kishore (2014),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
UABcP,0.030586,101,298.15,0.1,998.824,Talele and Kishore (2014),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
UABcP,0.035304,101,298.15,0.1,998.947,Talele and Kishore (2014),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
UABcP,0.03919,101,298.15,0.1,999.055,Talele and Kishore (2014),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
UABcP,0.045867,101,298.15,0.1,999.237,Talele and Kishore (2014),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
UABcP,0.048623,101,298.15,0.1,999.308,Talele and Kishore (2014),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
