setid,"Temperature, K","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ntehj,283.2,0.000148,Shiflett and Yokozeki (2008c),Density,Liquid mixture 1,Liquid mixture 2,,,Gas,,4,AATMeW,COC(F)(F)F,trifluoromethoxymethane
ntehj,293.4,0.000152,Shiflett and Yokozeki (2008c),Density,Liquid mixture 1,Liquid mixture 2,,,Gas,,4,AATMeW,COC(F)(F)F,trifluoromethoxymethane
ntehj,303.6,0.0001588,Shiflett and Yokozeki (2008c),Density,Liquid mixture 1,Liquid mixture 2,,,Gas,,4,AATMeW,COC(F)(F)F,trifluoromethoxymethane
ntehj,313.7,0.0001625,Shiflett and Yokozeki (2008c),Density,Liquid mixture 1,Liquid mixture 2,,,Gas,,4,AATMeW,COC(F)(F)F,trifluoromethoxymethane
