setid,"Temperature, K",Mole fraction of aniline,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nUvOD,288.15,1,100,1026.1,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,293.15,0,100,1439.8,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,293.15,0.1,100,1424.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,293.15,0.2,100,1409.5,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,293.15,0.3029,100,1392.1,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,293.15,0.4013,100,1371.7,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,293.15,0.5024,100,1345.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,293.15,0.6002,100,1312.9,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,293.15,0.7,100,1270.1,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,293.15,0.8002,100,1213.8,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,293.15,0.9,100,1136.1,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,293.15,1,100,1021.7,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,298.15,0,100,1435,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,298.15,0.1,100,1419.6,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,298.15,0.2,100,1404.6,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,298.15,0.3029,100,1387.3,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,298.15,0.4013,100,1367,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,298.15,0.5024,100,1340.7,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,298.15,0.6002,100,1308.3,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,298.15,0.7,100,1265.5,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,298.15,0.8002,100,1209.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,298.15,0.9,100,1131.7,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,298.15,1,100,1017.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,303.15,0,100,1430.2,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,303.15,0.1,100,1414.7,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,303.15,0.2,100,1399.8,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,303.15,0.3029,100,1382.6,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,303.15,0.4013,100,1362.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,303.15,0.5024,100,1336.1,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,303.15,0.6002,100,1303.7,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,303.15,0.7,100,1261,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,303.15,0.8002,100,1205,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,303.15,0.9,100,1127.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,303.15,1,100,1013,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,308.15,0,100,1425.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,308.15,0.1,100,1409.8,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,308.15,0.2,100,1395,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,308.15,0.3029,100,1377.9,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,308.15,0.4013,100,1357.7,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,308.15,0.5024,100,1331.5,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,308.15,0.6002,100,1299.1,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,308.15,0.7,100,1256.5,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,308.15,0.8002,100,1200.6,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,308.15,0.9,100,1123,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,308.15,1,100,1008.7,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,313.15,0,100,1420.6,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,313.15,0.1,100,1405,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,313.15,0.2,100,1390.2,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,313.15,0.3029,100,1373.2,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,313.15,0.4013,100,1353.1,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,313.15,0.5024,100,1326.9,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,313.15,0.6002,100,1294.6,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,313.15,0.7,100,1252,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,313.15,0.8002,100,1196.2,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,313.15,0.9,100,1118.7,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,313.15,1,100,1004.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,318.15,0,100,1415.9,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,318.15,0.1,100,1400.2,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,318.15,0.2,100,1385.5,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,318.15,0.3029,100,1368.5,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,318.15,0.4013,100,1348.5,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,318.15,0.5024,100,1322.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,318.15,0.6002,100,1290.1,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,318.15,0.7,100,1247.6,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,318.15,0.8002,100,1191.8,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,318.15,0.9,100,1114.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,318.15,1,100,1000,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,323.15,0,100,1411.2,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,323.15,0.1,100,1395.5,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,323.15,0.2,100,1380.8,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,323.15,0.3029,100,1363.9,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,323.15,0.4013,100,1343.9,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,323.15,0.5024,100,1317.8,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,323.15,0.6002,100,1285.6,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,323.15,0.7,100,1243.1,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
