setid,"Temperature, K","Mole fraction of (3R,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane","Mole fraction of (3S,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane","Pressure, kPa","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Withp,313.6,0.234,0.234,101,0.0001707,Shiflett and Yokozeki (2008b),Density,Liquid,AAwsoR,[2H][C@](F)(C(F)(F)F)[C@@]([2H])(F)C(F)(F)C(F)(F)F,"(3R,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAwsQZ,[2H][C@@](F)(C(F)(F)F)[C@]([2H])(F)C(F)(F)C(F)(F)F,"(3S,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
Withp,313.6,0.47,0.47,101,0.0001625,Shiflett and Yokozeki (2008b),Density,Liquid,AAwsoR,[2H][C@](F)(C(F)(F)F)[C@@]([2H])(F)C(F)(F)C(F)(F)F,"(3R,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAwsQZ,[2H][C@@](F)(C(F)(F)F)[C@]([2H])(F)C(F)(F)C(F)(F)F,"(3S,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
Withp,323.7,0.145,0.145,101,0.0001772,Shiflett and Yokozeki (2008b),Density,Liquid,AAwsoR,[2H][C@](F)(C(F)(F)F)[C@@]([2H])(F)C(F)(F)C(F)(F)F,"(3R,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAwsQZ,[2H][C@@](F)(C(F)(F)F)[C@]([2H])(F)C(F)(F)C(F)(F)F,"(3S,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
Withp,323.7,0.488,0.488,101,0.0001649,Shiflett and Yokozeki (2008b),Density,Liquid,AAwsoR,[2H][C@](F)(C(F)(F)F)[C@@]([2H])(F)C(F)(F)C(F)(F)F,"(3R,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAwsQZ,[2H][C@@](F)(C(F)(F)F)[C@]([2H])(F)C(F)(F)C(F)(F)F,"(3S,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
Withp,334.1,0.116,0.116,101,0.0001808,Shiflett and Yokozeki (2008b),Density,Liquid,AAwsoR,[2H][C@](F)(C(F)(F)F)[C@@]([2H])(F)C(F)(F)C(F)(F)F,"(3R,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAwsQZ,[2H][C@@](F)(C(F)(F)F)[C@]([2H])(F)C(F)(F)C(F)(F)F,"(3S,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
Withp,334.1,0.491,0.491,101,0.0001692,Shiflett and Yokozeki (2008b),Density,Liquid,AAwsoR,[2H][C@](F)(C(F)(F)F)[C@@]([2H])(F)C(F)(F)C(F)(F)F,"(3R,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAwsQZ,[2H][C@@](F)(C(F)(F)F)[C@]([2H])(F)C(F)(F)C(F)(F)F,"(3S,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
