setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JeWgF,298.15,0,100,797.82,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,298.15,0.108,100,876.2,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,298.15,0.206,100,927.8,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,298.15,0.3,100,966.6,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,298.15,0.408,100,1001.4,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,298.15,0.499,100,1024.9,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,298.15,0.602,100,1047.1,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,298.15,0.704,100,1065.4,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,298.15,0.806,100,1080.9,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,298.15,0.9,100,1093.3,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,298.15,1,100,1105,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,308.15,0,100,790.63,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,308.15,0.108,100,869.1,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,308.15,0.206,100,920.7,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,308.15,0.3,100,959.6,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,308.15,0.408,100,994.4,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,308.15,0.499,100,1018,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,308.15,0.602,100,1040.3,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,308.15,0.704,100,1058.6,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,308.15,0.806,100,1074.2,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,308.15,0.9,100,1086.6,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
JeWgF,308.15,1,100,1098.3,Vaid et al. (2016),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
