setid,Mole fraction of ethanol,Mole fraction of water,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tkfMo,0.3335,0.6189,101,298.15,919.1,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.3386,0.6405,101,298.15,906.3,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.3599,0.268,101,298.15,970.9,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.3651,0.6297,101,298.15,891.3,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.366,0.5069,101,298.15,938.5,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.3714,0.5658,101,298.15,917.9,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.3806,0.3659,101,298.15,957.7,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.3954,0.5743,101,298.15,898.6,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.4166,0.5418,101,298.15,900.1,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.4363,0.4778,101,298.15,915,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.4432,0.2332,101,298.15,958.6,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.4437,0.5387,101,298.15,882.2,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.4443,0.5002,101,298.15,901.9,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.4617,0.4303,101,298.15,918.5,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.5079,0.2907,101,298.15,934.5,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.532,0.3966,101,298.15,894.2,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.5377,0.4533,101,298.15,858.8,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.544,0.4234,101,298.15,872.8,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.5558,0.186,101,298.15,938.6,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.5841,0.3951,101,298.15,858.8,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.5878,0.3295,101,298.15,890.8,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.6004,0.2361,101,298.15,914.9,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.6077,0.3891,101,298.15,842.1,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.6374,0.3073,101,298.15,871.1,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.6743,0.2932,101,298.15,852.7,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.6985,0.0625,101,298.15,919.9,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.6991,0.1777,101,298.15,891.3,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.7005,0.2845,101,298.15,837,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.7599,0.1919,101,298.15,850.2,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.7937,0.0428,101,298.15,892.2,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.7997,0.1184,101,298.15,862.3,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.847,0.1454,101,298.15,810.8,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
