setid,Mole fraction of ethanol,Mole fraction of water,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tkfMo,0.0467,0.9348,101,298.15,983.7,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.0558,0.9143,101,298.15,982.4,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.0679,0.8854,101,298.15,981.6,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.0766,0.8576,101,298.15,982.3,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.0826,0.91,101,298.15,970.6,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.0929,0.8165,101,298.15,982.2,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.0962,0.8862,101,298.15,968.8,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.0984,0.1869,101,298.15,1002.9,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.1218,0.7443,101,298.15,981.8,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.1329,0.8601,101,298.15,955.5,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.1594,0.6721,101,298.15,979.1,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.1807,0.7375,101,298.15,961.5,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.1867,0.7875,101,298.15,945.5,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.1968,0.1665,101,298.15,994.3,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.2008,0.4721,101,298.15,985.2,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.2008,0.7927,101,298.15,935.3,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.2235,0.6582,101,298.15,960.4,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.2254,0.7596,101,298.15,931.5,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.2604,0.7162,101,298.15,925.9,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.2624,0.3089,101,298.15,983.7,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.2733,0.7208,101,298.15,914.7,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.2777,0.4267,101,298.15,974.1,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.2833,0.1486,101,298.15,986,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.2958,0.669,101,298.15,922.1,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.3057,0.6808,101,298.15,910.3,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.3069,0.6239,101,298.15,932.5,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.3218,0.5748,101,298.15,939.6,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
tkfMo,0.3263,0.5386,101,298.15,946.3,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
