setid,Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gReSm,0.0536,298.15,101,1184.13,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
gReSm,0.1135,298.15,101,1187.8,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
gReSm,0.1516,298.15,101,1189.78,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
gReSm,0.2101,298.15,101,1192.32,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
gReSm,0.2817,298.15,101,1194.71,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
gReSm,0.3528,298.15,101,1196.53,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
gReSm,0.4042,298.15,101,1197.51,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
gReSm,0.4626,298.15,101,1198.41,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
gReSm,0.5254,298.15,101,1199.14,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
gReSm,0.5466,298.15,101,1199.38,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
gReSm,0.5955,298.15,101,1199.76,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
gReSm,0.6786,298.15,101,1200.34,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
gReSm,0.7863,298.15,101,1200.89,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
gReSm,0.9028,298.15,101,1201.2,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
