setid,"Temperature, K",Mole fraction of propan-2-ol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KCXSZ,298.15,0,101,1237.6,Gonzalez et al. (2007),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
KCXSZ,298.15,0.1228,101,1214.3,Gonzalez et al. (2007),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
KCXSZ,298.15,0.2066,101,1196.4,Gonzalez et al. (2007),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
KCXSZ,298.15,0.309,101,1170.9,Gonzalez et al. (2007),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
KCXSZ,298.15,0.399,101,1144.9,Gonzalez et al. (2007),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
KCXSZ,298.15,0.4977,101,1111.8,Gonzalez et al. (2007),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
KCXSZ,298.15,0.6341,101,1054.2,Gonzalez et al. (2007),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
KCXSZ,298.15,0.7223,101,1008.5,Gonzalez et al. (2007),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
KCXSZ,298.15,0.8551,101,920.2,Gonzalez et al. (2007),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
KCXSZ,298.15,0.9706,101,814.1,Gonzalez et al. (2007),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
