setid,"Temperature, K","Mole fraction of 2-hydroxy-N,N,N-trimethylethanaminium glycinate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Oiubn,298.15,0,100,997.04,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,298.15,0.1,100,1081.84,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,298.15,0.2004,100,1113.72,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,298.15,0.3,100,1128.14,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,298.15,0.3996,100,1135.5,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,298.15,0.5004,100,1139.8,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,298.15,0.6004,100,1142.3,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,298.15,0.6966,100,1143.8,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,298.15,0.8014,100,1144.9,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,298.15,0.8996,100,1145.7,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,298.15,1,100,1146.3,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,303.15,0,100,995.64,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,303.15,0.1,100,1079.41,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,303.15,0.2004,100,1111,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,303.15,0.3,100,1125.36,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,303.15,0.3996,100,1132.7,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,303.15,0.5004,100,1136.9,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,303.15,0.6004,100,1139.5,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,303.15,0.6966,100,1141,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,303.15,0.8014,100,1142.2,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,303.15,0.8996,100,1142.9,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,303.15,1,100,1143.4,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
Oiubn,308.15,0,100,994.03,Alvarez et al. (2022),Density,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,
