setid,"Temperature, K","Pressure, kPa",Mole fraction of water,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VLwPw,303.15,100,0.306,1389.2,Neves et al. (2010),Density,Liquid,AADYJk,O,water,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,
VLwPw,308.15,100,0.306,1384.7,Neves et al. (2010),Density,Liquid,AADYJk,O,water,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,
VLwPw,313.15,100,0.306,1380.2,Neves et al. (2010),Density,Liquid,AADYJk,O,water,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,
VLwPw,318.15,100,0.306,1375.7,Neves et al. (2010),Density,Liquid,AADYJk,O,water,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,
VLwPw,323.15,100,0.306,1371.3,Neves et al. (2010),Density,Liquid,AADYJk,O,water,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,
VLwPw,328.15,100,0.306,1366.9,Neves et al. (2010),Density,Liquid,AADYJk,O,water,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,
VLwPw,333.15,100,0.306,1362.5,Neves et al. (2010),Density,Liquid,AADYJk,O,water,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,
VLwPw,338.15,100,0.306,1358.1,Neves et al. (2010),Density,Liquid,AADYJk,O,water,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,
VLwPw,343.15,100,0.306,1353.8,Neves et al. (2010),Density,Liquid,AADYJk,O,water,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,
VLwPw,348.15,100,0.306,1349.4,Neves et al. (2010),Density,Liquid,AADYJk,O,water,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,
VLwPw,353.15,100,0.306,1345.1,Neves et al. (2010),Density,Liquid,AADYJk,O,water,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,
VLwPw,358.15,100,0.306,1340.8,Neves et al. (2010),Density,Liquid,AADYJk,O,water,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,
VLwPw,363.15,100,0.306,1336.5,Neves et al. (2010),Density,Liquid,AADYJk,O,water,AAzxzH,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,,,
