setid,"Temperature, K","Pressure, kPa","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sBEPw,298.15,552.8,0.0002751,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,298.15,908.3,0.0002537,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,298.15,1469.4,0.0002261,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,298.15,2317.6,0.0001941,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,298.15,2683.5,0.0001831,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,298.15,3004.9,0.0001743,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,298.15,3503.9,0.0001621,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,298.15,4028.3,0.000151,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,298.15,4602.4,0.00014,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,313.15,426,0.000292,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,313.15,737.3,0.000275,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,313.15,1176.2,0.000254,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,313.15,1849.2,0.0002281,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,313.15,2330.6,0.0002126,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,313.15,2837.2,0.000199,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,313.15,3559.2,0.0001821,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,313.15,4187.2,0.0001699,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,313.15,4499.4,0.0001646,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,333.15,491.8,0.0002979,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,333.15,943.1,0.0002788,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,333.15,1469.7,0.00026,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,333.15,2258.2,0.0002369,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,333.15,2920.6,0.0002205,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,333.15,3395.6,0.0002106,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,333.15,3936.8,0.0002001,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,333.15,4361.1,0.000193,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
sBEPw,333.15,4944.2,0.0001843,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABdgRL,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
