setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium L-lactate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DiSZV,308.15,0.6985,101,1062.4,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,308.15,0.7869,101,1073.8,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,308.15,0.8978,101,1086.9,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,308.15,1,101,1104.2,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,318.15,0,101,767,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,318.15,0.0997,101,881.9,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,318.15,0.1987,101,944,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,318.15,0.3066,101,987.7,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,318.15,0.4106,101,1014.5,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,318.15,0.4954,101,1028.3,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,318.15,0.5989,101,1042.6,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,318.15,0.6985,101,1055.3,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,318.15,0.7869,101,1066.9,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,318.15,0.8978,101,1079.8,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,318.15,1,101,1097.7,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
