setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium L-lactate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DiSZV,298.15,0,101,784.7,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,298.15,0.0997,101,897.2,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,298.15,0.1987,101,959.5,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,298.15,0.3066,101,1002,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,298.15,0.4106,101,1028.2,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,298.15,0.4954,101,1042.5,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,298.15,0.5989,101,1058.4,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,298.15,0.6985,101,1070.8,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,298.15,0.7869,101,1082.1,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,298.15,0.8978,101,1095.2,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,298.15,1,101,1111.2,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,308.15,0,101,776.2,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,308.15,0.0997,101,888.9,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,308.15,0.1987,101,951.9,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,308.15,0.3066,101,994.7,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,308.15,0.4106,101,1021.1,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,308.15,0.4954,101,1034.3,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
DiSZV,308.15,0.5989,101,1050.4,Jiang et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AArumu,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-],1-butyl-3-methylimidazolium L-lactate,,,
