setid,Mole fraction of 1-allyl-3-methylimidazolium dicyanamide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
IrtKT,0.5998,303.15,100,1170,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.5998,308.15,100,1160,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.5998,313.15,100,1160,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.5998,318.15,100,1150,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.7005,288.15,100,1200,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.7005,293.15,100,1200,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.7005,298.15,100,1190,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.7005,303.15,100,1190,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.7005,308.15,100,1190,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.7005,313.15,100,1180,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.7005,318.15,100,1180,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.8005,288.15,100,1230,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.8005,293.15,100,1220,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.8005,298.15,100,1220,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.8005,303.15,100,1210,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.8005,308.15,100,1210,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.8005,313.15,100,1210,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.8005,318.15,100,1200,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.9001,288.15,100,1240,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.9001,293.15,100,1240,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.9001,298.15,100,1240,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.9001,303.15,100,1230,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.9001,308.15,100,1230,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.9001,313.15,100,1230,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,0.9001,318.15,100,1220,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,1,288.15,100,1260,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,1,293.15,100,1260,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,1,298.15,100,1250,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,1,303.15,100,1250,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,1,308.15,100,1250,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,1,313.15,100,1240,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
IrtKT,1,318.15,100,1240,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
