setid,Mole fraction of 3-methyl-2-butanone,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YBZuA,0.0507,100,298.15,899.2,Lee et al. (2017),Density,Liquid,AAQdmS,CC(=O)C(C)C,3-methyl-2-butanone,ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,
YBZuA,0.0987,100,298.15,898.5,Lee et al. (2017),Density,Liquid,AAQdmS,CC(=O)C(C)C,3-methyl-2-butanone,ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,
YBZuA,0.2006,100,298.15,896.5,Lee et al. (2017),Density,Liquid,AAQdmS,CC(=O)C(C)C,3-methyl-2-butanone,ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,
YBZuA,0.3007,100,298.15,894.3,Lee et al. (2017),Density,Liquid,AAQdmS,CC(=O)C(C)C,3-methyl-2-butanone,ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,
YBZuA,0.399,100,298.15,891.5,Lee et al. (2017),Density,Liquid,AAQdmS,CC(=O)C(C)C,3-methyl-2-butanone,ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,
YBZuA,0.5,100,298.15,887.6,Lee et al. (2017),Density,Liquid,AAQdmS,CC(=O)C(C)C,3-methyl-2-butanone,ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,
YBZuA,0.5998,100,298.15,882.3,Lee et al. (2017),Density,Liquid,AAQdmS,CC(=O)C(C)C,3-methyl-2-butanone,ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,
YBZuA,0.7,100,298.15,874.7,Lee et al. (2017),Density,Liquid,AAQdmS,CC(=O)C(C)C,3-methyl-2-butanone,ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,
YBZuA,0.7996,100,298.15,863.1,Lee et al. (2017),Density,Liquid,AAQdmS,CC(=O)C(C)C,3-methyl-2-butanone,ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,
YBZuA,0.9001,100,298.15,843,Lee et al. (2017),Density,Liquid,AAQdmS,CC(=O)C(C)C,3-methyl-2-butanone,ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,
YBZuA,0.9499,100,298.15,826.1,Lee et al. (2017),Density,Liquid,AAQdmS,CC(=O)C(C)C,3-methyl-2-butanone,ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,
