setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium dicyanamide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hVkDD,293.15,0.0499,101.3,816.84,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,293.15,0.1005,101.3,818.99,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,293.15,0.1579,101.3,821.34,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,293.15,0.2012,101.3,823.14,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,293.15,0.2575,101.3,825.39,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,293.15,0.5093,101.3,834.72,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,293.15,0.7636,101.3,843.46,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,293.15,1.0216,101.3,851.58,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,293.15,1.2713,101.3,858.96,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,293.15,1.5205,101.3,865.82,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,293.15,1.7662,101.3,872.07,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,293.15,1.9819,101.3,877.32,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,293.15,2.5267,101.3,889.3,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,293.15,2.9977,101.3,898.47,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,293.15,3.5122,101.3,907.39,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,308.15,0.0499,101.3,805.86,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,308.15,0.1005,101.3,808.05,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,308.15,0.1579,101.3,810.43,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,308.15,0.2012,101.3,812.25,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,308.15,0.2575,101.3,814.53,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,308.15,0.5093,101.3,823.96,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,308.15,0.7636,101.3,832.73,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,308.15,1.0216,101.3,840.96,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,308.15,1.2713,101.3,848.35,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,308.15,1.5205,101.3,855.32,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,308.15,1.7662,101.3,861.65,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,308.15,1.9819,101.3,866.91,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,308.15,2.5267,101.3,878.99,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,308.15,2.9977,101.3,888.26,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,308.15,3.5122,101.3,897.32,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,323.15,0.0499,101.3,794.56,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,323.15,0.1005,101.3,796.79,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,323.15,0.1579,101.3,799.21,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,323.15,0.2012,101.3,801.07,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,323.15,0.2575,101.3,803.38,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,323.15,0.5093,101.3,812.96,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,323.15,0.7636,101.3,821.84,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,323.15,1.0216,101.3,830.18,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,323.15,1.2713,101.3,837.65,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,323.15,1.5205,101.3,844.69,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,323.15,1.7662,101.3,851.09,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,323.15,1.9819,101.3,856.41,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,323.15,2.5267,101.3,868.61,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,323.15,2.9977,101.3,877.98,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
hVkDD,323.15,3.5122,101.3,887.14,Calvar et al. (2012c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
