setid,"Mole fraction of 2,3-butanediol","Temperature, K","Pressure, kPa","Moles per mass of solution: 1-butyl-3-methylimidazolium bromide, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CbWrk,0.0345,298.15,101,0.1,1013.5,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.0396,298.15,101,0.1,1014.5,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.0456,298.15,101,0.1,1016,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.0526,298.15,101,0.1,1017.3,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.061,298.15,101,0.1,1018.7,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.071,298.15,101,0.1,1020.3,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.0769,298.15,101,0.1,1021.6,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.0834,298.15,101,0.1,1022.4,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.0907,298.15,101,0.1,1023.6,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.0988,298.15,101,0.1,1024.5,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
