setid,"Mole fraction of 2,3-butanediol","Temperature, K","Pressure, kPa","Moles per mass of solution: 1-butyl-3-methylimidazolium bromide, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CbWrk,0.1078,298.15,101,0.1,1025.7,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.1179,298.15,101,0.1,1026.8,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.1293,298.15,101,0.1,1028,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.1423,298.15,101,0.1,1029,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.1571,298.15,101,0.1,1029.8,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.1741,298.15,101,0.1,1030.1,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.1984,298.15,101,0.1,1030.1,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.2223,298.15,101,0.1,1029.7,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.2508,298.15,101,0.1,1029,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.285,298.15,101,0.1,1027.8,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.327,298.15,101,0.1,1026.4,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.3796,298.15,101,0.1,1024.4,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.4471,298.15,101,0.1,1021.7,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.537,298.15,101,0.1,1018.3,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.662,298.15,101,0.1,1013.9,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.7649,298.15,101,0.1,1010.3,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.8244,298.15,101,0.1,1008.5,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
CbWrk,0.8996,298.15,101,0.1,1006.3,Checoni (2010),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
