setid,Mole fraction of 1-hexyl-3-methylimidazolium hexafluorophosphate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QQuac,0,298.15,101,799.7,Pereiro et al. (2006b),Density,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
QQuac,0.0579,298.15,101,878.3,Pereiro et al. (2006b),Density,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
QQuac,0.0977,298.15,101,922.6,Pereiro et al. (2006b),Density,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
QQuac,0.1906,298.15,101,1006.3,Pereiro et al. (2006b),Density,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
QQuac,0.2929,298.15,101,1075,Pereiro et al. (2006b),Density,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
QQuac,0.4037,298.15,101,1132,Pereiro et al. (2006b),Density,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
QQuac,0.4995,298.15,101,1170.9,Pereiro et al. (2006b),Density,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
QQuac,0.6006,298.15,101,1204.8,Pereiro et al. (2006b),Density,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
QQuac,0.7012,298.15,101,1232.5,Pereiro et al. (2006b),Density,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
QQuac,0.8036,298.15,101,1256.5,Pereiro et al. (2006b),Density,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
QQuac,0.9012,298.15,101,1276.4,Pereiro et al. (2006b),Density,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
QQuac,0.9483,298.15,101,1285.2,Pereiro et al. (2006b),Density,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
QQuac,1,298.15,101,1293.7,Pereiro et al. (2006b),Density,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
