setid,"Temperature, K",Mole fraction of propan-2-ol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
pHpmE,293.15,0,100,1376.7,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,293.15,0.0845,100,1363.8,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,293.15,0.2111,100,1341,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,293.15,0.3269,100,1315.4,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,293.15,0.4529,100,1279.8,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,293.15,0.5435,100,1247.2,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,293.15,0.637,100,1204.3,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,293.15,0.7321,100,1146.4,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,293.15,0.8285,100,1064,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,293.15,0.9212,100,944.8,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,293.15,1,100,785.3,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,298.15,0,100,1372,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,298.15,0.0845,100,1359.1,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,298.15,0.2111,100,1336.4,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,298.15,0.3269,100,1310.8,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,298.15,0.4529,100,1275.1,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,298.15,0.5435,100,1242.5,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,298.15,0.637,100,1199.6,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,298.15,0.7321,100,1141.7,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,298.15,0.8285,100,1059.4,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,298.15,0.9212,100,940.3,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,298.15,1,100,781.1,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,303.15,0,100,1367.4,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,303.15,0.0845,100,1354.5,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,303.15,0.2111,100,1331.7,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,303.15,0.3269,100,1306.1,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,303.15,0.4529,100,1270.4,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,303.15,0.5435,100,1237.7,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,303.15,0.637,100,1194.8,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,303.15,0.7321,100,1136.9,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,303.15,0.8285,100,1054.8,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,303.15,0.9212,100,935.7,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,303.15,1,100,776.8,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,308.15,0,100,1362.8,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,308.15,0.0845,100,1349.9,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
pHpmE,308.15,0.2111,100,1327.1,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
